codice_istat,denominazione,codice_catastale,regione,provincia,sigla_provincia,superficie_km2,popolazione_residente,popolazione_legale,zona_altimetrica,altitudine,comune_litoraneo,comune_isolano
041045,Petriano,G514,Marche,Pesaro e Urbino,PU,11.2713,2801,2726,3,325,0,0
041047,Piandimeleto,G551,Marche,Pesaro e Urbino,PU,39.9011,2053,2061,3,318,0,0
041048,Pietrarubbia,G627,Marche,Pesaro e Urbino,PU,13.2885,601,602,3,584,0,0
041049,Piobbico,G682,Marche,Pesaro e Urbino,PU,48.1975,1801,1798,1,337,0,0
041051,San Costanzo,H809,Marche,Pesaro e Urbino,PU,40.886,4583,4554,4,151,0,0
041054,San Lorenzo in Campo,H958,Marche,Pesaro e Urbino,PU,28.798,3171,3201,3,175,0,0
041057,Sant'Angelo in Vado,I287,Marche,Pesaro e Urbino,PU,67.3367,3884,3907,1,364,0,0
041058,Sant'Ippolito,I344,Marche,Pesaro e Urbino,PU,19.8743,1474,1459,3,238,0,0
041061,Serra Sant'Abbondio,I654,Marche,Pesaro e Urbino,PU,32.801,859,919,1,528,0,0
041064,Tavoleto,L078,Marche,Pesaro e Urbino,PU,12.4065,821,831,3,411,0,0
041065,Tavullia,L081,Marche,Pesaro e Urbino,PU,42.0639,7964,7883,4,159,0,0
041066,Urbania,L498,Marche,Pesaro e Urbino,PU,77.5329,6924,6888,3,282,0,0
041067,Urbino,L500,Marche,Pesaro e Urbino,PU,226.4901,13827,13772,3,455,0,0
041068,Vallefoglia,M331,Marche,Pesaro e Urbino,PU,39.5512,15019,14917,4,54,0,0
041069,Colli al Metauro,M380,Marche,Pesaro e Urbino,PU,46.1678,12392,12235,4,75,0,0
041070,Terre Roveresche,M379,Marche,Pesaro e Urbino,PU,70.3655,5219,5147,4,251,0,0
041071,Sassocorvaro Auditore,M413,Marche,Pesaro e Urbino,PU,87.548,4881,4870,3,326,0,0
042001,Agugliano,A092,Marche,Ancona,AN,21.8901,4637,4682,4,199,0,0
042002,Ancona,A271,Marche,Ancona,AN,125.126,99533,98402,4,38,1,0
042003,Arcevia,A366,Marche,Ancona,AN,128.3311,4270,4286,1,540,0,0
042004,Barbara,A626,Marche,Ancona,AN,11.0386,1259,1280,3,230,0,0
042005,Belvedere Ostrense,A769,Marche,Ancona,AN,29.4501,2075,2096,4,251,0,0
042006,Camerano,B468,Marche,Ancona,AN,20.0041,7038,7107,4,235,0,0
042007,Camerata Picena,B470,Marche,Ancona,AN,11.8916,2491,2506,4,121,0,0
042008,Castelbellino,C060,Marche,Ancona,AN,6.0264,4910,4928,3,261,0,0
042010,Castelfidardo,C100,Marche,Ancona,AN,33.4065,18418,18468,4,195,0,0
042011,Castelleone di Suasa,C152,Marche,Ancona,AN,15.9198,1546,1568,3,220,0,0
042012,Castelplanio,C248,Marche,Ancona,AN,15.3181,3579,3515,3,315,0,0
042013,Cerreto d'Esi,C524,Marche,Ancona,AN,16.9129,3367,3415,1,275,0,0
042014,Chiaravalle,C615,Marche,Ancona,AN,17.602,14175,14306,4,24,0,0
042015,Corinaldo,D007,Marche,Ancona,AN,49.2787,4754,4797,4,196,0,0
042016,Cupramontana,D211,Marche,Ancona,AN,27.4029,4348,4420,3,507,0,0
042017,Fabriano,D451,Marche,Ancona,AN,272.0792,28597,29070,1,334,0,0
042018,Falconara Marittima,D472,Marche,Ancona,AN,25.9277,25900,25576,4,113,1,0
042019,Filottrano,D597,Marche,Ancona,AN,71.2015,8823,8986,4,277,0,0
042020,Genga,D965,Marche,Ancona,AN,73.1543,1648,1664,1,315,0,0
042021,Jesi,E388,Marche,Ancona,AN,108.9032,39391,39217,4,103,0,0
042022,Loreto,E690,Marche,Ancona,AN,17.8953,13066,12843,4,128,0,0
042023,Maiolati Spontini,E837,Marche,Ancona,AN,21.4922,5931,6097,3,403,0,0
042024,Mergo,F145,Marche,Ancona,AN,7.2775,971,1001,3,364,0,0
042025,Monsano,F381,Marche,Ancona,AN,14.6644,3231,3310,4,190,0,0
042026,Montecarotto,F453,Marche,Ancona,AN,24.3854,1857,1860,3,368,0,0
042027,Montemarciano,F560,Marche,Ancona,AN,22.3106,9811,9754,4,96,1,0
042029,Monte Roberto,F600,Marche,Ancona,AN,13.5901,2973,3018,3,340,0,0
042030,Monte San Vito,F634,Marche,Ancona,AN,21.8136,6675,6728,4,137,0,0
042031,Morro d'Alba,F745,Marche,Ancona,AN,19.4605,1792,1803,4,202,0,0
042032,Numana,F978,Marche,Ancona,AN,10.9596,3762,3757,4,53,1,0
042033,Offagna,G003,Marche,Ancona,AN,10.6305,2120,2037,4,294,0,0
042034,Osimo,G157,Marche,Ancona,AN,106.7377,34792,34792,4,257,0,0
042035,Ostra,F401,Marche,Ancona,AN,47.2517,6251,6398,4,192,0,0
042036,Ostra Vetere,F581,Marche,Ancona,AN,30.0164,3066,3141,4,256,0,0
042037,Poggio San Marcello,G771,Marche,Ancona,AN,13.3629,695,654,3,381,0,0
042038,Polverigi,G803,Marche,Ancona,AN,24.9832,4578,4601,4,142,0,0
042040,Rosora,H575,Marche,Ancona,AN,9.4061,1781,1858,3,370,0,0
042041,San Marcello,H979,Marche,Ancona,AN,25.7778,2015,2026,4,233,0,0
042042,San Paolo di Jesi,I071,Marche,Ancona,AN,10.1118,904,885,3,222,0,0
042043,Santa Maria Nuova,I251,Marche,Ancona,AN,18.2869,3913,3980,4,254,0,0
042044,Sassoferrato,I461,Marche,Ancona,AN,137.2275,6814,6875,1,384,0,0
042045,Senigallia,I608,Marche,Ancona,AN,117.9945,43863,44245,4,10,1,0
042046,Serra de' Conti,I643,Marche,Ancona,AN,24.543,3566,3558,3,210,0,0
042047,Serra San Quirico,I653,Marche,Ancona,AN,49.333,2503,2552,1,309,0,0
042048,Sirolo,I758,Marche,Ancona,AN,16.6924,4060,4096,4,116,1,0
042049,Staffolo,I932,Marche,Ancona,AN,27.4964,2168,2087,3,448,0,0
042050,Trecastelli,M318,Marche,Ancona,AN,39.2557,7586,7442,4,142,0,0
043002,Apiro,A329,Marche,Macerata,MC,53.7792,2035,2050,3,519,0,0
043003,Appignano,A334,Marche,Macerata,MC,22.6722,4095,4030,4,194,0,0
043004,Belforte del Chienti,A739,Marche,Macerata,MC,16.0545,1837,1826,3,349,0,0
043005,Bolognola,A947,Marche,Macerata,MC,25.8647,149,145,1,1061,0,0
043006,Caldarola,B398,Marche,Macerata,MC,29.2218,1619,1639,3,320,0,0
043007,Camerino,B474,Marche,Macerata,MC,129.8821,5984,6268,3,659,0,0
043008,Camporotondo di Fiastrone,B562,Marche,Macerata,MC,8.8058,467,501,3,330,0,0
043009,Castelraimondo,C251,Marche,Macerata,MC,44.8463,4280,4368,3,309,0,0
043010,Castelsantangelo sul Nera,C267,Marche,Macerata,MC,70.6731,212,232,1,731,0,0
043011,Cessapalombo,C582,Marche,Macerata,MC,27.5803,426,439,1,445,0,0
043012,Cingoli,C704,Marche,Macerata,MC,148.1969,9433,9679,3,634,0,0
043013,Civitanova Marche,C770,Marche,Macerata,MC,46.1219,41889,41768,4,11,1,0
043014,Colmurano,C886,Marche,Macerata,MC,11.1987,1122,1185,3,413,0,0
043015,Corridonia,D042,Marche,Macerata,MC,61.9643,14630,14821,4,256,0,0
043016,Esanatoglia,D429,Marche,Macerata,MC,47.909,1894,1916,1,467,0,0
043017,Fiastra,D564,Marche,Macerata,MC,84.4799,607,621,1,735,0,0
043019,Fiuminata,D628,Marche,Macerata,MC,76.2169,1231,1275,1,468,0,0
043020,Gagliole,D853,Marche,Macerata,MC,24.0501,524,523,3,477,0,0
043021,Gualdo,E228,Marche,Macerata,MC,22.2234,712,721,3,649,0,0
043022,Loro Piceno,E694,Marche,Macerata,MC,32.5783,2148,2181,3,428,0,0
043023,Macerata,E783,Marche,Macerata,MC,92.5263,40585,40503,4,323,0,0
043024,Matelica,F051,Marche,Macerata,MC,81.1,9072,9290,3,363,0,0
043025,Mogliano,F268,Marche,Macerata,MC,29.2582,4274,4372,4,289,0,0
043026,Montecassiano,F454,Marche,Macerata,MC,33.3569,6678,6878,4,207,0,0
043027,Monte Cavallo,F460,Marche,Macerata,MC,38.5079,100,104,1,651,0,0
043028,Montecosaro,F482,Marche,Macerata,MC,21.8779,7394,7303,4,252,0,0
043029,Montefano,F496,Marche,Macerata,MC,33.9412,3284,3302,4,250,0,0
043030,Montelupone,F552,Marche,Macerata,MC,32.6715,3355,3392,4,277,0,0
043031,Monte San Giusto,F621,Marche,Macerata,MC,20.0369,7413,7530,4,232,0,0
043032,Monte San Martino,F622,Marche,Macerata,MC,18.4669,672,709,3,580,0,0
043033,Morrovalle,F749,Marche,Macerata,MC,42.5803,9792,9882,4,249,0,0
043034,Muccia,F793,Marche,Macerata,MC,25.9085,778,823,1,460,0,0
043035,Penna San Giovanni,G436,Marche,Macerata,MC,28.0835,915,971,3,635,0,0
043036,Petriolo,G515,Marche,Macerata,MC,15.6459,1815,1843,4,268,0,0
043038,Pieve Torina,G657,Marche,Macerata,MC,74.7979,1216,1268,1,475,0,0
043039,Pioraco,G690,Marche,Macerata,MC,19.4522,943,992,1,447,0,0
043040,Poggio San Vicino,D566,Marche,Macerata,MC,13.0308,207,225,3,510,0,0
043041,Pollenza,F567,Marche,Macerata,MC,39.5473,6199,6307,3,344,0,0
043042,Porto Recanati,G919,Marche,Macerata,MC,17.3019,12600,12324,4,5,1,0
043043,Potenza Picena,F632,Marche,Macerata,MC,48.5947,15445,15515,4,240,1,0
043044,Recanati,H211,Marche,Macerata,MC,103.4424,20599,20697,4,290,0,0
043045,Ripe San Ginesio,H323,Marche,Macerata,MC,10.1694,809,818,3,424,0,0
043046,San Ginesio,H876,Marche,Macerata,MC,78.0195,3048,3114,3,685,0,0
043047,San Severino Marche,I156,Marche,Macerata,MC,194.2547,11787,11985,3,242,0,0
043048,Sant'Angelo in Pontano,I286,Marche,Macerata,MC,27.3837,1236,1244,3,478,0,0
043049,Sarnano,I436,Marche,Macerata,MC,63.1659,3036,3069,1,526,0,0
043050,Sefro,I569,Marche,Macerata,MC,42.537,433,418,1,505,0,0
043051,Serrapetrona,I651,Marche,Macerata,MC,37.6468,865,896,3,448,0,0
043052,Serravalle di Chienti,I661,Marche,Macerata,MC,95.9874,1029,1055,1,649,0,0
043053,Tolentino,L191,Marche,Macerata,MC,95.1181,17557,18142,3,235,0,0
043054,Treia,L366,Marche,Macerata,MC,93.5356,9080,9093,3,338,0,0
043055,Urbisaglia,L501,Marche,Macerata,MC,22.8633,2372,2439,3,312,0,0
043056,Ussita,L517,Marche,Macerata,MC,55.2948,350,378,1,734,0,0
043057,Visso,M078,Marche,Macerata,MC,100.4154,926,996,1,618,0,0
043058,Valfornace,M382,Marche,Macerata,MC,48.6127,872,921,1,446,0,0
044001,Acquasanta Terme,A044,Marche,Ascoli Piceno,AP,138.3914,2423,2531,1,395,0,0
044002,Acquaviva Picena,A047,Marche,Ascoli Piceno,AP,21.0458,3591,3692,4,353,0,0
044005,Appignano del Tronto,A335,Marche,Ascoli Piceno,AP,23.1943,1636,1693,3,196,0,0
044006,Arquata del Tronto,A437,Marche,Ascoli Piceno,AP,92.1833,926,1013,1,692,0,0
044007,Ascoli Piceno,A462,Marche,Ascoli Piceno,AP,158.0203,45277,46085,3,159,0,0
044010,Carassai,B727,Marche,Ascoli Piceno,AP,22.2382,1009,981,4,354,0,0
044011,Castel di Lama,C093,Marche,Ascoli Piceno,AP,10.9762,8397,8414,3,177,0,0
044012,Castignano,C321,Marche,Ascoli Piceno,AP,38.7952,2527,2582,3,463,0,0
044013,Castorano,C331,Marche,Ascoli Piceno,AP,14.0833,2260,2251,4,273,0,0
044014,Colli del Tronto,C877,Marche,Ascoli Piceno,AP,5.9391,3663,3624,4,177,0,0
044015,Comunanza,C935,Marche,Ascoli Piceno,AP,54.3954,2898,2943,1,450,0,0
044016,Cossignano,D096,Marche,Ascoli Piceno,AP,15.1061,862,861,4,393,0,0
044017,Cupra Marittima,D210,Marche,Ascoli Piceno,AP,17.4326,5354,5402,4,10,1,0
044020,Folignano,D652,Marche,Ascoli Piceno,AP,14.8569,8707,8872,3,307,0,0
044021,Force,D691,Marche,Ascoli Piceno,AP,34.3072,1089,1159,3,680,0,0
044023,Grottammare,E207,Marche,Ascoli Piceno,AP,18.097,15924,15925,4,6,1,0
044027,Maltignano,E868,Marche,Ascoli Piceno,AP,8.1726,2187,2259,3,289,0,0
044029,Massignano,F044,Marche,Ascoli Piceno,AP,16.3195,1581,1635,4,251,1,0
044031,Monsampolo del Tronto,F380,Marche,Ascoli Piceno,AP,15.4334,4388,4449,4,179,0,0
044032,Montalto delle Marche,F415,Marche,Ascoli Piceno,AP,33.9518,1838,1939,3,535,0,0
044034,Montedinove,F487,Marche,Ascoli Piceno,AP,11.9333,448,472,3,557,0,0
044036,Montefiore dell'Aso,F501,Marche,Ascoli Piceno,AP,28.2074,1927,1980,4,407,0,0
044038,Montegallo,F516,Marche,Ascoli Piceno,AP,48.4639,391,448,1,866,0,0
044044,Montemonaco,F570,Marche,Ascoli Piceno,AP,67.7925,526,528,1,985,0,0
044045,Monteprandone,F591,Marche,Ascoli Piceno,AP,26.3745,13067,12869,4,254,0,0
044054,Offida,G005,Marche,Ascoli Piceno,AP,49.4354,4581,4702,4,298,0,0
044056,Palmiano,G289,Marche,Ascoli Piceno,AP,12.6977,153,163,3,545,0,0
044063,Ripatransone,H321,Marche,Ascoli Piceno,AP,74.2773,4169,4042,4,494,0,0
044064,Roccafluvione,H390,Marche,Ascoli Piceno,AP,60.6319,1840,1903,1,302,0,0
044065,Rotella,H588,Marche,Ascoli Piceno,AP,27.4373,782,815,3,390,0,0
044066,San Benedetto del Tronto,H769,Marche,Ascoli Piceno,AP,25.4718,47021,47000,4,6,1,0
044071,Spinetoli,I912,Marche,Ascoli Piceno,AP,12.5824,7176,7219,4,174,0,0
044073,Venarotta,L728,Marche,Ascoli Piceno,AP,30.2096,1879,1914,3,422,0,0
045001,Aulla,A496,Toscana,Massa-Carrara,MS,59.9874,10838,10719,3,63,0,0
045002,Bagnone,A576,Toscana,Massa-Carrara,MS,73.9351,1676,1722,1,271,0,0
045003,Carrara,B832,Toscana,Massa-Carrara,MS,71.3427,59662,60185,2,101,1,0
045004,Casola in Lunigiana,B979,Toscana,Massa-Carrara,MS,41.5421,912,969,1,324,0,0
045005,Comano,C914,Toscana,Massa-Carrara,MS,53.8313,631,662,1,529,0,0
045006,Filattiera,D590,Toscana,Massa-Carrara,MS,48.7784,2165,2210,1,215,0,0
045007,Fivizzano,D629,Toscana,Massa-Carrara,MS,181.1126,6907,7190,1,321,0,0
045008,Fosdinovo,D735,Toscana,Massa-Carrara,MS,48.3948,4592,4597,3,508,0,0
045009,Licciana Nardi,E574,Toscana,Massa-Carrara,MS,55.6777,4728,4739,1,211,0,0
045010,Massa,F023,Toscana,Massa-Carrara,MS,93.8248,65814,66498,2,66,1,0
045011,Montignoso,F679,Toscana,Massa-Carrara,MS,16.7091,10071,10122,2,3,1,0
045012,Mulazzo,F802,Toscana,Massa-Carrara,MS,62.5051,2309,2288,1,195,0,0
045013,Podenzana,G746,Toscana,Massa-Carrara,MS,17.1036,2100,2118,3,292,0,0
045014,Pontremoli,G870,Toscana,Massa-Carrara,MS,182.5158,6865,6931,1,245,0,0
045015,Tresana,L386,Toscana,Massa-Carrara,MS,44.4507,1892,1952,3,102,0,0
045016,Villafranca in Lunigiana,L946,Toscana,Massa-Carrara,MS,29.3196,4729,4611,1,128,0,0
045017,Zeri,M169,Toscana,Massa-Carrara,MS,73.6188,892,970,1,744,0,0
046001,Altopascio,A241,Toscana,Lucca,LU,28.5992,16099,15726,5,22,0,0
046002,Bagni di Lucca,A560,Toscana,Lucca,LU,164.7065,5560,5593,1,147,0,0
046003,Barga,A657,Toscana,Lucca,LU,66.4641,9461,9491,1,394,0,0
046004,Borgo a Mozzano,B007,Toscana,Lucca,LU,72.2028,6668,6667,1,101,0,0
046005,Camaiore,B455,Toscana,Lucca,LU,84.6917,31832,31821,5,35,1,0
046006,Camporgiano,B557,Toscana,Lucca,LU,27.0914,1988,2041,1,486,0,0
046007,Capannori,B648,Toscana,Lucca,LU,156.1777,46644,46390,5,21,0,0
046008,Careggine,B760,Toscana,Lucca,LU,24.081,500,509,1,894,0,0
046009,Castelnuovo di Garfagnana,C236,Toscana,Lucca,LU,28.4825,5653,5650,1,287,0,0
046010,Castiglione di Garfagnana,C303,Toscana,Lucca,LU,48.5253,1701,1707,1,533,0,0
046011,Coreglia Antelminelli,C996,Toscana,Lucca,LU,52.9404,5080,5096,1,594,0,0
046013,Forte dei Marmi,D730,Toscana,Lucca,LU,9.1867,6666,6943,5,2,1,0
046014,Fosciandora,D734,Toscana,Lucca,LU,19.8593,554,559,1,379,0,0
046015,Gallicano,D874,Toscana,Lucca,LU,31.0402,3606,3613,1,196,0,0
046017,Lucca,E715,Toscana,Lucca,LU,185.7593,89002,89078,5,26,0,0
046018,Massarosa,F035,Toscana,Lucca,LU,68.2456,21806,21823,5,13,0,0
046019,Minucciano,F225,Toscana,Lucca,LU,57.2846,1757,1826,1,678,0,0
046020,Molazzana,F283,Toscana,Lucca,LU,31.3297,976,1010,1,468,0,0
046021,Montecarlo,F452,Toscana,Lucca,LU,15.63,4402,4366,5,162,0,0
046022,Pescaglia,G480,Toscana,Lucca,LU,70.5448,3251,3306,1,504,0,0
046023,Piazza al Serchio,G582,Toscana,Lucca,LU,27.0296,2056,2144,1,514,0,0
046024,Pietrasanta,G628,Toscana,Lucca,LU,42.2685,22743,23066,5,12,1,0
046025,Pieve Fosciana,G648,Toscana,Lucca,LU,28.7545,2216,2263,1,372,0,0
046026,Porcari,G882,Toscana,Lucca,LU,17.8894,8845,8789,5,13,0,0
046027,San Romano in Garfagnana,I142,Toscana,Lucca,LU,26.1567,1309,1352,1,532,0,0
046028,Seravezza,I622,Toscana,Lucca,LU,39.4677,12381,12441,2,65,0,0
046030,Stazzema,I942,Toscana,Lucca,LU,80.6398,2892,2890,2,172,0,0
046031,Vagli Sotto,L533,Toscana,Lucca,LU,41.2192,783,839,1,569,0,0
046033,Viareggio,L833,Toscana,Lucca,LU,32.7261,60618,61045,5,6,1,0
046034,Villa Basilica,L913,Toscana,Lucca,LU,36.5731,1477,1491,1,339,0,0
046035,Villa Collemandina,L926,Toscana,Lucca,LU,34.7899,1168,1215,1,543,0,0
046036,Fabbriche di Vergemoli,M319,Toscana,Lucca,LU,42.5469,698,715,1,329,0,0
046037,Sillano Giuncugnano,M347,Toscana,Lucca,LU,81.2943,998,999,1,728,0,0
047002,Agliana,A071,Toscana,Pistoia,PT,11.6951,17946,17950,3,45,0,0
047003,Buggiano,B251,Toscana,Pistoia,PT,16.0642,8745,8746,3,35,0,0
047005,Lamporecchio,E432,Toscana,Pistoia,PT,22.2497,7342,7398,3,65,0,0
047006,Larciano,E451,Toscana,Pistoia,PT,24.9688,6300,6312,3,54,0,0
047007,Marliana,E960,Toscana,Pistoia,PT,43.0324,3277,3149,1,462,0,0
047008,Massa e Cozzile,F025,Toscana,Pistoia,PT,16.0119,7746,7698,3,238,0,0
047009,Monsummano Terme,F384,Toscana,Pistoia,PT,32.6013,20797,20821,3,35,0,0
047010,Montale,F410,Toscana,Pistoia,PT,32.1173,10515,10608,3,84,0,0
047011,Montecatini-Terme,A561,Toscana,Pistoia,PT,17.6865,21367,20468,3,34,0,0
047012,Pescia,G491,Toscana,Pistoia,PT,79.1247,19290,19223,3,71,0,0
047013,Pieve a Nievole,G636,Toscana,Pistoia,PT,12.6668,9163,9120,3,31,0,0
047014,Pistoia,G713,Toscana,Pistoia,PT,236.5022,88889,89493,1,78,0,0
047016,Ponte Buggianese,G833,Toscana,Pistoia,PT,29.5225,8827,8795,3,19,0,0
047017,Quarrata,H109,Toscana,Pistoia,PT,45.9465,26969,26795,3,49,0,0
047018,Sambuca Pistoiese,H744,Toscana,Pistoia,PT,77.2393,1404,1446,1,511,0,0
047020,Serravalle Pistoiese,I660,Toscana,Pistoia,PT,41.99,11811,11742,3,177,0,0
047021,Uzzano,L522,Toscana,Pistoia,PT,7.85,5658,5609,3,45,0,0
047022,Chiesina Uzzanese,C631,Toscana,Pistoia,PT,7.2511,4557,4468,3,22,0,0
047023,Abetone Cutigliano,M376,Toscana,Pistoia,PT,74.9918,1829,1902,1,688,0,0
047024,San Marcello Piteglio,M377,Toscana,Pistoia,PT,134.7256,7493,7671,1,629,0,0
048001,Bagno a Ripoli,A564,Toscana,Firenze,FI,74.0991,24946,25314,3,86,0,0
048002,Barberino di Mugello,A632,Toscana,Firenze,FI,133.325,10939,10884,3,265,0,0
048004,Borgo San Lorenzo,B036,Toscana,Firenze,FI,146.3627,18286,18184,3,193,0,0
048005,Calenzano,B406,Toscana,Firenze,FI,76.8222,17994,18041,3,66,0,0
048006,Campi Bisenzio,B507,Toscana,Firenze,FI,28.7407,47539,47541,3,40,0,0
048008,Capraia e Limite,B684,Toscana,Firenze,FI,24.9167,7796,7881,3,32,0,0
048010,Castelfiorentino,C101,Toscana,Firenze,FI,66.3438,17353,17364,3,81,0,0
048011,Cerreto Guidi,C529,Toscana,Firenze,FI,49.3049,10663,10794,5,100,0,0
048012,Certaldo,C540,Toscana,Firenze,FI,75.2749,15667,15483,3,75,0,0
048013,Dicomano,D299,Toscana,Firenze,FI,61.6319,5581,5443,3,164,0,0
048014,Empoli,D403,Toscana,Firenze,FI,62.4216,49391,48397,5,35,0,0
048015,Fiesole,D575,Toscana,Firenze,FI,42.1928,13809,13727,3,303,0,0
048017,Firenze,D612,Toscana,Firenze,FI,102.3077,361705,361619,3,64,0,0
048018,Firenzuola,D613,Toscana,Firenze,FI,271.9593,4426,4436,1,423,0,0
048019,Fucecchio,D815,Toscana,Firenze,FI,65.1763,22847,22764,5,30,0,0
048020,Gambassi Terme,D895,Toscana,Firenze,FI,83.2314,4857,4791,3,329,0,0
048021,Greve in Chianti,E169,Toscana,Firenze,FI,169.3743,13381,13327,3,236,0,0
048022,Impruneta,E291,Toscana,Firenze,FI,48.7145,14250,14477,3,279,0,0
048024,Lastra a Signa,E466,Toscana,Firenze,FI,42.899,19869,19674,3,44,0,0
048025,Londa,E668,Toscana,Firenze,FI,59.2885,1834,1824,1,223,0,0
048026,Marradi,E971,Toscana,Firenze,FI,154.0525,2840,2891,1,329,0,0
048027,Montaione,F398,Toscana,Firenze,FI,104.7585,3438,3499,3,339,0,0
048028,Montelupo Fiorentino,F551,Toscana,Firenze,FI,24.6576,14323,14226,3,30,0,0
048030,Montespertoli,F648,Toscana,Firenze,FI,124.8817,13170,13236,3,246,0,0
048031,Palazzuolo sul Senio,G270,Toscana,Firenze,FI,109.1027,1093,1111,1,436,0,0
048032,Pelago,G420,Toscana,Firenze,FI,54.5604,7899,7760,1,302,0,0
048033,Pontassieve,G825,Toscana,Firenze,FI,114.3984,20127,20304,3,110,0,0
048035,Reggello,H222,Toscana,Firenze,FI,121.6457,16556,16529,1,396,0,0
048036,Rignano sull'Arno,H286,Toscana,Firenze,FI,54.1439,8517,8566,3,125,0,0
048037,Rufina,H635,Toscana,Firenze,FI,45.8796,7070,7118,3,118,0,0
048038,San Casciano in Val di Pesa,H791,Toscana,Firenze,FI,107.8277,16313,16643,3,316,0,0
048039,San Godenzo,H937,Toscana,Firenze,FI,99.1988,1127,1060,1,416,0,0
048041,Scandicci,B962,Toscana,Firenze,FI,59.6923,49212,49659,3,46,0,0
048043,Sesto Fiorentino,I684,Toscana,Firenze,FI,48.811,49103,48782,3,63,0,0
048044,Signa,I728,Toscana,Firenze,FI,18.7991,19063,18964,3,50,0,0
048046,Vaglia,L529,Toscana,Firenze,FI,56.9411,5302,5208,3,282,0,0
048049,Vicchio,L838,Toscana,Firenze,FI,138.8611,8073,8022,3,207,0,0
048050,Vinci,M059,Toscana,Firenze,FI,54.1848,14587,14574,3,82,0,0
048052,Figline e Incisa Valdarno,M321,Toscana,Firenze,FI,97.9011,23193,23219,3,125,0,0
048053,Scarperia e San Piero,M326,Toscana,Firenze,FI,115.8099,11952,12018,3,300,0,0
048054,Barberino Tavarnelle,M408,Toscana,Firenze,FI,122.9906,11977,11906,3,375,0,0
049001,Bibbona,A852,Toscana,Livorno,LI,65.6136,3174,3172,4,63,1,0
049002,Campiglia Marittima,B509,Toscana,Livorno,LI,83.2763,12301,12538,4,14,0,0
049003,Campo nell'Elba,B553,Toscana,Livorno,LI,55.7874,4651,4706,4,7,1,1
049004,Capoliveri,B669,Toscana,Livorno,LI,39.5608,3961,3878,4,172,1,1
049005,Capraia Isola,B685,Toscana,Livorno,LI,19.3647,358,378,4,30,1,1
049006,Castagneto Carducci,C044,Toscana,Livorno,LI,142.315,8633,8785,4,193,1,0
049007,Cecina,C415,Toscana,Livorno,LI,42.6364,28062,27898,4,21,1,0
049008,Collesalvetti,C869,Toscana,Livorno,LI,107.9895,16418,16370,4,44,0,0
049009,Livorno,E625,Toscana,Livorno,LI,105.0738,153154,154483,4,17,1,0
049010,Marciana,E930,Toscana,Livorno,LI,45.4529,2058,2030,4,384,1,1
049011,Marciana Marina,E931,Toscana,Livorno,LI,5.8582,1872,1876,4,10,1,1
049012,Piombino,G687,Toscana,Livorno,LI,130.7487,32367,32304,4,25,1,0
049013,Porto Azzurro,E680,Toscana,Livorno,LI,13.3389,3673,3640,4,10,1,1
049014,Portoferraio,G912,Toscana,Livorno,LI,48.2811,11779,11864,4,14,1,1
049017,Rosignano Marittimo,H570,Toscana,Livorno,LI,120.8274,30095,30072,4,3,1,0
049018,San Vincenzo,I390,Toscana,Livorno,LI,33.2756,6372,6498,4,5,1,0
049019,Sassetta,I454,Toscana,Livorno,LI,26.7469,514,475,4,331,0,0
049020,Suvereto,L019,Toscana,Livorno,LI,92.381,2898,2980,4,113,0,0
049021,Rio,M391,Toscana,Livorno,LI,36.541,3409,3315,4,181,1,1
050001,Bientina,A864,Toscana,Pisa,PI,29.4899,8702,8553,5,12,0,0
050002,Buti,B303,Toscana,Pisa,PI,23.0256,5540,5575,4,96,0,0
050003,Calci,B390,Toscana,Pisa,PI,25.1051,6294,6293,4,47,0,0
050004,Calcinaia,B392,Toscana,Pisa,PI,14.8907,12855,12711,5,17,0,0
050005,Capannoli,B647,Toscana,Pisa,PI,22.725,6334,6430,3,54,0,0
050006,Casale Marittimo,B878,Toscana,Pisa,PI,14.3589,1073,1076,4,210,0,0
050008,Cascina,B950,Toscana,Pisa,PI,78.6061,44754,44865,5,11,0,0
050009,Castelfranco di Sotto,C113,Toscana,Pisa,PI,48.2476,13586,13460,5,22,0,0
050010,Castellina Marittima,C174,Toscana,Pisa,PI,45.5736,1888,1835,4,370,0,0
050011,Castelnuovo di Val di Cecina,C244,Toscana,Pisa,PI,89.0166,2051,2094,3,577,0,0
050012,Chianni,C609,Toscana,Pisa,PI,61.9917,1294,1315,3,286,0,0
050014,Fauglia,D510,Toscana,Pisa,PI,42.4247,3611,3674,3,91,0,0
050015,Guardistallo,E250,Toscana,Pisa,PI,23.6101,1185,1161,4,293,0,0
050016,Lajatico,E413,Toscana,Pisa,PI,72.6648,1272,1282,3,215,0,0
050019,Montecatini Val di Cecina,F458,Toscana,Pisa,PI,154.9497,1680,1669,3,401,0,0
050020,Montescudaio,F640,Toscana,Pisa,PI,20.1517,2192,2167,4,246,0,0
050021,Monteverdi Marittimo,F661,Toscana,Pisa,PI,98.0741,796,753,3,372,0,0
050022,Montopoli in Val d'Arno,F686,Toscana,Pisa,PI,30.1735,11296,11109,3,109,0,0
050023,Orciano Pisano,G090,Toscana,Pisa,PI,11.6218,638,633,3,114,0,0
050024,Palaia,G254,Toscana,Pisa,PI,73.644,4595,4535,3,204,0,0
050025,Peccioli,G395,Toscana,Pisa,PI,92.5368,4647,4666,3,148,0,0
